indiv	group	timept	x	y	Status	StatusNum	angle	radius
3.1	Dead	3	11.52672209	7.8735	Dead	0	67.3770390064996	0.793056778409953
3.1	Dead	4	19.63443533	5.908	Dead	0	41.4581226682305	0.671891111141524
3.1	Dead	5	17.82247424	6.136	Dead	0	45.9192797484515	0.671955584123386
3.1	Dead	6	13.25820014	6.562	Dead	0	56.9889763107553	0.655677461788235
3.1	Dead	7	7.264571637	4.282	Dead	0	42.7471500464057	0.181143059717327
3.1	Dead	8	0.630727678	2.045	Dead	0	-141.614728337954	0.992145325020354
3.1	Dead	9	1.183246495	0.8245	Dead	0	-109.613828435989	1.61834712329008
3.5	Dead	0	2.719124034	8.118	Dead	0	107.001759567791	0.797469856452426
3.5	Dead	1	1.983315405	6.932	Dead	0	120.11743135942	0.699054850431239
3.5	Dead	2	2.46601915	7.3095	Dead	0	112.288445752036	0.710815847812075
3.5	Dead	3	3.151906095	7.2695	Dead	0	105.276613105897	0.676111105985702
3.5	Dead	4	2.304781228	6.841	Dead	0	116.491826742977	0.660858633620727
3.5	Dead	5	6.76631853	6.7815	Dead	0	79.6385681436936	0.592391827681004
3.5	Dead	6	7.427717745	7.173	Dead	0	77.5283285730873	0.654296718575963
3.5	Dead	7	4.642744921	5.485	Dead	0	95.2139849322389	0.372089947267931
3.5	Dead	8	0.245204114	1.861	Dead	0	-147.84003911714	1.33453513427872
3.5	Dead	9	0.997911952	1.244	Dead	0	-118.593105828068	1.26774867710235
4.1	Dead	0	3.7900405	6.753	Dead	0	100.71178602079	0.588779821674051
4.1	Dead	1	1.984199416	3.8625	Dead	0	176.759889907542	0.351162786476833
4.1	Dead	2	2.207648009	3.8815	Dead	0	175.446571369563	0.311819146939074
4.1	Dead	3	3.644963354	4.1295	Dead	0	145.038008081119	0.151282011408812
4.1	Dead	4	3.291128576	4.171	Dead	0	149.174612457357	0.188689762141889
4.1	Dead	5	2.703345567	4.713	Dead	0	137.079444461472	0.321384941630976
4.1	Dead	6	2.144453768	3.194	Dead	0	-152.116187735043	0.363908387353111
4.1	Dead	7	0.898639439	1.4	Dead	0	-122.984511057662	1.18618675065022
4.1	Dead	8	0.533340801	0.732	Dead	0	-117.077987111186	1.84575934839805
4.3	Dead	0	1.436478738	7.8725	Dead	0	122.760851551329	0.870349755053092
4.3	Dead	1	2.128165588	8.1895	Dead	0	112.815037080026	0.836860893201634
4.3	Dead	2	5.506503396	6.0165	Dead	0	86.3214375903048	0.463994903810741
4.3	Dead	3	7.914371416	7.122	Dead	0	75.3662224614843	0.652901691739241
4.3	Dead	4	10.50437838	7.8435	Dead	0	69.6256430830855	0.77681774927146
4.3	Dead	5	11.12702526	6.9835	Dead	0	64.5029544621315	0.678128059890458
4.3	Dead	6	7.575395331	7.3	Dead	0	77.2411687256643	0.673025740587785
4.3	Dead	7	3.935902566	6.474	Dead	0	100.082258470015	0.544739569139789
4.3	Dead	8	0.781026762	3.2525	Dead	0	-167.712233221847	0.714413897012387
4.3	Dead	9	0.972431619	1.814	Dead	0	-129.947198149567	0.959949626572661
4.3	Dead	10	0.836617174	1.316	Dead	0	-122.466227875539	1.25264893448906
4.5	Dead	0	0.411891798	9.0605	Dead	0	137.027229849468	1.27991878421826
4.5	Dead	1	0.464079203	7.395	Dead	0	143.117248055084	1.11522864945633
4.5	Dead	2	0.95472727	6.776	Dead	0	136.962415716507	0.852657858412609
4.5	Dead	3	0.817560218	7.228	Dead	0	136.489388964751	0.939006582435981
4.5	Dead	4	0.854003616	7.305	Dead	0	135.332351038435	0.934706389241877
4.5	Dead	5	1.386108343	7.3765	Dead	0	125.988478187994	0.824129919371894
4.5	Dead	6	1.003624778	7.1445	Dead	0	133.600731756915	0.87670320120038
4.5	Dead	7	0.616967306	4.679	Dead	0	164.929824275904	0.813908045045242
4.5	Dead	8	0.305191055	2.013	Dead	0	-148.919425218321	1.22392094845764
4.5	Dead	9	0.017241183	1.7245	Dead	0	-159.63683293428	2.26034106672293
5.5	Dead	0	8.428054675	6.126	Dead	0	68.6152720469957	0.516644659968049
5.5	Dead	1	10.64696386	6.0425	Dead	0	59.483205020507	0.54249765633517
5.5	Dead	2	13.65705878	7.0825	Dead	0	59.5392610879396	0.726423533128111
5.5	Dead	3	6.45961836	7.3045	Dead	0	82.2634722961715	0.663059278992993
5.5	Dead	4	7.276801392	7.1625	Dead	0	78.1576148091172	0.651253705566329
5.5	Dead	5	4.708071239	4.6865	Dead	0	97.6415784378643	0.215129774739839
5.5	Dead	6	5.924958549	4.2715	Dead	0	64.6593694616599	0.133327124466328
5.5	Dead	7	5.334228463	3.07	Dead	0	-85.116486924548	0.21055354551047
5.5	Dead	8	1.699335687	1.125	Dead	0	-108.595953444555	1.2805394979458
1.3	Live	0	1.11194863	7.366	Live	1	130.404888889944	0.873831790595651
1.3	Live	1	1.858341508	8.139	Live	1	116.109287164425	0.852157949539053
1.3	Live	2	3.15624252	8.1085	Live	1	103.131038138722	0.781890180156517
1.3	Live	3	3.350755572	7.924	Live	1	101.880055228668	0.754592198387827
1.3	Live	4	1.675409917	8.155	Live	1	118.332575370042	0.871572130132047
1.3	Live	5	2.830572519	7.5555	Live	1	107.53022198727	0.724453955138642
1.3	Live	6	2.752478886	7.8825	Live	1	107.319801295617	0.768001077388705
1.3	Live	7	0.626399624	4.469	Live	1	168.010674612076	0.797662087208567
1.3	Live	8	0.703115505	4.13	Live	1	173.284014651269	0.74230235036407
1.3	Live	9	3.355183266	2.61	Live	1	-112.593932397259	0.403050284576916
1.3	Live	10	13.83563951	1.916	Live	1	-61.2909973814334	0.776707151392074
1.3	Live	11	40.9793213	2.2215	Live	1	-34.4380769597562	0.943005771787356
1.3	Live	12	62.16975749	3.9745	Live	1	2.97139442489936	0.934310304512171
1.3	Live	13	33.582481	5.7625	Live	1	30.830264352672	0.819331722021835
1.3	Live	14	22.59006202	5.957	Live	1	39.1878138955308	0.717084532048709
1.3	Live	15	17.30126813	5.2605	Live	1	35.7664186481792	0.562479598463599
2.2	Live	0	0.919149118	8.023	Live	1	130.326700416891	0.984887613993789
2.2	Live	1	1.508798823	7.4605	Live	1	123.723251485414	0.815356641062821
2.2	Live	2	2.262838557	7.655	Live	1	113.196198339669	0.7657982682981
2.2	Live	3	2.866710629	8.0345	Live	1	105.843086797182	0.781983231248804
2.2	Live	4	2.431402821	9.013	Live	1	107.585981525152	0.909717196109742
2.2	Live	5	2.619750146	7.7245	Live	1	109.112981350463	0.75452363645075
2.2	Live	6	2.117273863	7.3075	Live	1	116.404047524574	0.734005671803441
2.2	Live	7	1.582032721	6.059	Live	1	132.781087413532	0.640473304749409
2.2	Live	8	0.386557274	3.775	Live	1	-179.817016998062	0.960149144834998
2.2	Live	9	1.762176398	2.6575	Live	1	-138.113911874707	0.530337708825727
2.2	Live	10	10.76223515	1.918	Live	1	-67.662184906573	0.735366356621045
2.2	Live	11	28.25630605	2.2335	Live	1	-39.552366262252	0.829005708676094
2.2	Live	12	56.62312508	3.35	Live	1	-7.7664552133319	0.906545043478869
2.2	Live	13	42.06775725	4.983	Live	1	19.2213067256168	0.833993018653835
2.2	Live	14	20.63142508	5.883	Live	1	40.1664449065135	0.683090020114277
2.2	Live	15	11.23832427	5.9275	Live	1	56.5885995498105	0.536857801183116
2.4	Live	0	2.495344728	7.9135	Live	1	109.78705468857	0.783354798101487
2.4	Live	1	1.51344589	7.245	Live	1	124.833713605515	0.790490177986945
2.4	Live	2	6.758690253	7.2885	Live	1	80.7943737266586	0.663374897640905
2.4	Live	3	5.100587569	8.7115	Live	1	89.9151434949851	0.833178142899478
2.4	Live	4	5.675866641	7.9955	Live	1	86.8556759089079	0.748539019133949
2.4	Live	5	5.99907767	7.4595	Live	1	84.8006805969424	0.680822887775238
2.4	Live	6	2.952839341	7.737	Live	1	105.819052730245	0.742674259405696
2.4	Live	7	2.946865745	6.4845	Live	1	110.693867058356	0.57504904512047
2.4	Live	8	0.903515937	3.818	Live	1	179.264886624226	0.643810900498089
2.4	Live	9	1.790893823	1.9715	Live	1	-120.782368042617	0.759700671530821
2.4	Live	10	1.259245491	1.2845	Live	1	-115.689250204174	1.19967506651047
2.4	Live	11	4.623867571	1.1405	Live	1	-91.6865012320275	1.20052003926123
2.4	Live	13	5.139677972	1.2995	Live	1	-89.7814743841856	1.06949496635292
2.4	Live	14	31.40656352	1.8205	Live	1	-47.1823302791538	0.998412151001116
2.4	Live	15	55.06687462	3.5275	Live	1	-4.56429252702533	0.890668555012878
2.5	Live	0	0.98410435	7.785	Live	1	130.332075923146	0.945462756031057
2.5	Live	1	1.094580255	7.3175	Live	1	130.979356537327	0.872647922307889
2.5	Live	2	1.331115514	7.883	Live	1	124.256231662927	0.88713426253733
2.5	Live	3	2.152531594	7.7145	Live	1	114.229153212317	0.780377233704009
2.5	Live	4	2.440136857	8.014	Live	1	110.043564346332	0.798059904759225
2.5	Live	5	2.137299441	6.8985	Live	1	118.294376897306	0.681227675587066
2.5	Live	6	0.488500763	6.731	Live	1	146.615026620991	1.04542417722892
2.5	Live	7	0.53540417	5.3975	Live	1	157.09045283306	0.910582231315944
2.5	Live	8	0.253103813	3.31	Live	1	-173.13883746868	1.12601880413592
2.5	Live	9	4.722553492	2.0685	Live	1	-92.6005492848684	0.605266398598908
2.5	Live	10	22.93354571	1.631	Live	1	-56.3144060367472	1.01223400474339
2.5	Live	11	42.13068485	2.1665	Live	1	-35.318274437563	0.965813027306624
2.5	Live	12	64.93065953	3.5575	Live	1	-3.76152839234632	0.951295677669166
2.5	Live	13	34.4507426	5.32	Live	1	25.4929693034651	0.789977400568499
2.5	Live	14	22.10135609	4.314	Live	1	13.393160506205	0.562957229899263
2.5	Live	15	22.08010256	4.326	Live	1	13.6764858196275	0.563258760385034
